Years,Available Area for Marsh Encroachment,Birth Rate,Births,Carbon Dioxide Released as a function of FF Consumption,Carbon in the Atmosphere,Carbon Released into the Atmosphere,Carbon Sequestration,Conversion to High Marsh,Conversion to Low Marsh,Days Recreating[Birding],Days Recreating[Hiking],Days Recreating[Marsh Walking],Days Recreating[Marsh Driving],Days Recreating[Boat Fishing],Days Recreating[Land Fishing],Days Recreating[Clamming],Days Recreating[Pleasure Boating],Days Recreating[Marsh Work],Deaths,Delay in Action Erosion Control,Delay in Action: Flood Control,Delay in Erosion Control Implementation,Delay in Flood Control Implementation High Marsh,Delay in Flood Control Implementation Low Marsh,Erosion Control Rate,Fiddler Crab Carrying Capacity,Fiddler Crab Mortality Rate,Fiddler Crabs,Flood Mitigation Rate: High Marsh,Flood Mitigation Rate: Low Marsh,Forest Converted to High Marsh,Global Fossil Fuel Consumption,High Marsh Area,High Marsh Conversion Rate,High Marsh Erosion,High Marsh Erosion Rate,High Marsh to Upland Conversion Rate,High Sea Level Rise,Horizontal Growth Rate: Low Marsh,Human Mortality Rate,Human Population,Inundation Loss Rate: Low Marsh,Low Marsh Area,Low Marsh Conversion Rate,Low Marsh Erosion,Low Marsh Erosion Rate,Low Marsh Erosion Rate: Fiddler Crabs,Low Marsh Erosion Rate: SLR,Low Marsh Growth: Fiddlers,Low Marsh Horizontal Growth,Low Sea Level Rise,Mean Days Recreating,Medium Sea Level Rise,Mortality,Mortality Rate mediated by Low Marsh Area,Policy Demand Flood Control,Policy Demand: Erosion Control,Rate of Sea Level Rise,Recruitment,Recruitment Rate,Salt Water Inundation in Low Marsh,Scenario 1,Scenario 2,Scenario 3,Sequestration Rate,Total Marsh Area,Upland Border Decay,Upland Border Decay Rate,Upland Border Extent,Vertical Growth Rate: Low Marsh
51,2.925386635,0.018,0.173122255,48.81311138,4239.519321,48.81311138,26.84721126,34.34280521,21.68049647,365,13.20046903,365,365,26.58388053,7.791940267,0.0011,61.16776107,132.350985,0.151443312,148.4425699,148.4488432,0.184082384,0.169954595,0.169954595,0,0.649473742,0.649473742,214.2178268,0,0,0.427745028,241480.3171,34060.63721,0.004870272,0.028814317,8.46E-07,0.146218289,4.291257537,0.001626454,0.01574598,9.617903083,0.00020646,7051.516192,0.000636526,0.016124134,2.28662E-06,0,2.28662E-06,0.003493,36.09991487,2.908538342,148.4551262,4.030901024,139.1288536,0,0.169915396,0.184018804,2.908538342,140.9463313,0.657957993,1.45585776,1,0,0,0.55,41112.1534,0.428081206,0.000179951,2378.879304,3.053382092
51.25,2.92547068,0.018,0.173219811,48.82179058,4245.010796,48.82179058,26.85198482,34.36662061,21.76034446,365,13.20440955,365,365,26.58847781,7.794238905,0.0011,61.17695562,132.3592601,0.151668429,148.4457054,148.4519835,0.184077108,0.169949708,0.169949708,0,0.649550827,0.649550827,214.6721962,0,0,0.427801862,241686.2671,34063.90251,0.004869857,0.028818184,8.46E-07,0.146233516,4.310601776,0.001626479,0.015760505,9.623322818,0.000206474,7057.007598,0.000638809,0.01613798,2.2868E-06,0,2.2868E-06,0.003493,36.12819993,2.908820038,148.4582713,4.042763345,139.4405025,0,0.169910479,0.18401348,2.908820038,141.197983,0.657737637,1.457088161,1,0,0,0.55,41120.91011,0.428126954,0.000179978,2378.772283,3.053430089
51.5,2.925551953,0.018,0.173316792,48.83041871,4250.503248,48.83041871,26.85673029,34.39053258,21.84019839,365,13.20835312,365,365,26.59307864,7.796539321,0.0011,61.18615728,132.3675416,0.151892377,148.4488432,148.4551262,0.184071827,0.169944817,0.169944817,0,0.649625367,0.649625367,215.1115663,0,0,0.427858294,241891.0052,34067.15383,0.004869442,0.028822038,8.46E-07,0.146248742,4.331097964,0.001626503,0.015774945,9.628710664,0.000206488,7062.519772,0.000641093,0.016151876,2.28698E-06,0,2.28698E-06,0.003493,36.15659159,2.909101734,148.4614189,4.055088067,139.7419301,0,0.169905559,0.184008151,2.909101734,141.4411369,0.657524555,1.458323001,1,0,0,0.55,41129.6736,0.428172694,0.000180005,2378.665252,3.053478087
51.75,2.925630553,0.018,0.173413202,48.83899601,4255.99667,48.83899601,26.86144781,34.41454111,21.92005818,365,13.21229975,365,365,26.59768304,7.798841521,0.0011,61.19536608,132.3758295,0.15211516,148.4519835,148.4582713,0.184066542,0.169939923,0.169939923,0,0.649697435,0.649697435,215.536368,0,0,0.427914337,242094.5372,34070.39117,0.004869027,0.028825882,8.46E-07,0.146263969,4.351594151,0.001626527,0.015789299,9.634066768,0.000206501,7068.052718,0.000643376,0.016165821,2.28717E-06,0,2.28717E-06,0.003493,36.18508986,2.90938343,148.4645689,4.067412789,140.0334254,0,0.169900635,0.184002819,2.90938343,141.6760505,0.657318539,1.459562281,1,0,0,0.55,41138.44389,0.428218426,0.000180033,2378.558209,3.053526085
52,2.925706575,0.018,0.173509043,48.84752272,4261.491057,48.84752272,26.8661375,34.43864618,21.99992374,365,13.21624945,365,365,26.60229103,7.801145513,0.0011,61.20458205,132.3841238,0.152336782,148.4551262,148.4614189,0.184061254,0.169935025,0.169935025,0,0.649767103,0.649767103,215.9470243,0,0,0.427970006,242296.8686,34073.61457,0.004868612,0.028829713,8.46E-07,0.146279196,4.372090339,0.001626552,0.015803569,9.639391278,0.000206515,7073.606438,0.000645659,0.016179816,2.28735E-06,0,2.28735E-06,0.003493,36.21369474,2.909665125,148.4677213,4.079737511,140.3152724,0,0.169895707,0.183997482,2.909665125,141.9029752,0.657119382,1.460806003,1,0,0,0.55,41147.221,0.428264151,0.00018006,2378.451154,3.053574083
52.25,2.925780112,0.018,0.173604318,48.85599907,4266.986403,48.85599907,26.87079949,34.4628478,22.07979499,365,13.22020223,365,365,26.60690261,7.803451303,0.0011,61.21380521,132.3924247,0.152557245,148.4582713,148.4645689,0.184055962,0.169930123,0.169930123,0,0.649834442,0.649834442,216.34395,0,0,0.428025313,242498.005,34076.82403,0.004868197,0.028833533,8.46E-07,0.146294423,4.392586526,0.001626576,0.015817754,9.644684343,0.000206529,7079.180934,0.000647942,0.016193861,2.28753E-06,0,2.28753E-06,0.003493,36.24240627,2.909946821,148.4708762,4.092062234,140.5877501,0,0.169890775,0.183992141,2.909946821,142.1221572,0.656926885,1.462054168,1,0,0,0.55,41156.00497,0.428309867,0.000180087,2378.344088,3.053622081
52.5,2.92585125,0.018,0.17369903,48.8644253,4272.482703,48.8644253,26.87543392,34.48716421,22.15918834,365,13.22415811,365,365,26.6115178,7.805758898,0.0011,61.22303559,132.400732,0.152776553,148.4614189,148.4677213,0.184050665,0.169925218,0.169925218,0,0.649899521,0.649899521,216.7275517,0,0,0.428079994,242697.9522,34080.01959,0.004867785,0.028837335,8.46E-07,0.146309555,4.415139765,0.0016266,0.015831856,9.649946112,0.000206542,7084.77621,0.000650211,0.016207946,2.28771E-06,0,2.28771E-06,0.003493,36.27122338,2.910226766,148.4740336,4.105212672,140.8511321,0,0.169885839,0.183986796,2.910226766,142.3338364,0.656740849,1.463306175,1,0,0,0.55,41164.7958,0.428355171,0.000180115,2378.23701,3.053669781
52.75,2.925920045,0.018,0.173793181,48.87280165,4277.979951,48.87280165,26.88004091,34.51157838,22.23853885,365,13.22811709,365,365,26.61613661,7.808068304,0.0011,61.23227322,132.4090459,0.15299471,148.4645689,148.4708762,0.184045365,0.169920309,0.169920309,0,0.649962407,0.649962407,217.0982278,0,0,0.428134307,242896.7158,34083.2014,0.004867372,0.028841125,8.46E-07,0.146324678,4.437898708,0.001626625,0.015845874,9.655176731,0.000206556,7090.392144,0.000652478,0.016222081,2.2879E-06,0,2.2879E-06,0.003493,36.30014641,2.910506537,148.4771935,4.118445682,141.1056867,0,0.1698809,0.183981448,2.910506537,142.5382475,0.656561082,1.46456254,1,0,0,0.55,41173.59354,0.428400428,0.000180142,2378.129922,3.053717451
53,2.925986575,0.018,0.173886774,48.88084627,4283.478141,48.88084627,26.88446545,34.5360884,22.31789481,365,13.23207919,365,365,26.62075906,7.810379529,0.0011,61.24151811,132.4173663,0.15321172,148.4677213,148.4740336,0.184040061,0.169915396,0.169915396,0,0.650023166,0.650023166,217.456368,0,0,0.428188291,243094.3012,34086.36948,0.00486696,0.028844903,8.46E-07,0.1463398,4.460657651,0.001626649,0.015859809,9.660376349,0.00020657,7096.028724,0.000654745,0.016236264,2.28808E-06,0,2.28808E-06,0.003493,36.32917542,2.910786307,148.4803558,4.131678691,141.3516768,0,0.169875956,0.183976094,2.910786307,142.7356189,0.656387395,1.465823323,1,0,0,0.55,41182.3982,0.428445676,0.000180169,2378.022822,3.053765121
53.25,2.926050921,0.018,0.173979812,48.88705424,4288.977236,48.88705424,26.88787983,34.56069428,22.39725613,365,13.23604442,365,365,26.62538516,7.812692578,0.0011,61.25077031,132.4256933,0.153427586,148.4708762,148.4771935,0.184034753,0.169910479,0.169910479,0,0.650081863,0.650081863,217.8023536,0,0,0.428241957,243290.7143,34089.52386,0.004866548,0.02884867,8.46E-07,0.146354923,4.483416594,0.001626673,0.015873661,9.665545112,0.000206583,7101.685955,0.000657013,0.016250497,2.28826E-06,0,2.28826E-06,0.003493,36.35831043,2.911066077,148.4835206,4.144911701,141.5893597,0,0.169871009,0.183970737,2.911066077,142.9261738,0.656219602,1.467088526,1,0,0,0.55,41191.20982,0.428490916,0.000180196,2377.91571,3.05381279
53.5,2.926113161,0.018,0.174072297,48.89322533,4294.47703,48.89322533,26.89127393,34.58540646,22.47634634,365,13.24001278,365,365,26.63001492,7.815007458,0.0011,61.26002983,132.4340268,0.153642311,148.4740336,148.4803558,0.18402944,0.169905559,0.169905559,0,0.650138561,0.650138561,218.1365571,0,0,0.428295159,243485.9604,34092.66457,0.004866137,0.028852421,8.46E-07,0.146369992,4.506175537,0.001626697,0.015887431,9.670683169,0.000206597,7107.363838,0.000659272,0.016264775,2.28844E-06,0,2.28844E-06,0.003493,36.38755082,2.911344847,148.486688,4.158144711,141.8189873,0,0.169866058,0.183965376,2.911344847,143.1101294,0.656057523,1.468357803,1,0,0,0.55,41200.02841,0.428535918,0.000180223,2377.808587,3.05386029
53.75,2.92617335,0.018,0.174164232,48.89935971,4299.977518,48.89935971,26.89464784,34.61023249,22.554958,365,13.2439843,365,365,26.63464835,7.817324176,0.0011,61.2692967,132.442367,0.153855899,148.4771935,148.4835206,0.184024124,0.169900635,0.169900635,0,0.650193322,0.650193322,218.4593426,0,0,0.428347786,243680.0453,34095.7917,0.004865729,0.028856154,8.46E-07,0.146384966,4.528934481,0.001626721,0.015901119,9.675790665,0.00020661,7113.062305,0.000661517,0.016279094,2.28862E-06,0,2.28862E-06,0.003493,36.4168958,2.911621866,148.4898578,4.171377721,142.0408057,0,0.169861103,0.18396001,2.911621866,143.2876973,0.655900982,1.469630882,1,0,0,0.55,41208.854,0.428580509,0.00018025,2377.701453,3.053907491
54,2.926231531,0.018,0.174255619,48.90545757,4305.478696,48.90545757,26.89800166,34.63515341,22.6335748,365,13.24795898,365,365,26.63928548,7.819642738,0.0011,61.27857095,132.4507139,0.154068353,148.4803558,148.486688,0.184018804,0.169895707,0.169895707,0,0.650246206,0.650246206,218.7710655,0,0,0.42840012,243872.9745,34098.90539,0.004865321,0.028859876,8.46E-07,0.14639994,4.551693424,0.001626745,0.015914726,9.680867749,0.000206624,7118.781233,0.000663763,0.016293461,2.2888E-06,0,2.2888E-06,0.003493,36.44634581,2.911898885,148.4930302,4.184610731,142.2550554,0,0.169856144,0.18395464,2.911898885,143.4590836,0.655749805,1.470908342,1,0,0,0.55,41217.68662,0.428625091,0.000180277,2377.594308,3.053954692
54.25,2.926287774,0.018,0.174346462,48.91151907,4310.98056,48.91151907,26.90133549,34.66016921,22.71219664,365,13.25193683,365,365,26.6439263,7.821963152,0.0011,61.28785261,132.4590673,0.154279679,148.4835206,148.4898578,0.18401348,0.169890775,0.169890775,0,0.650297272,0.650297272,219.0720725,0,0,0.428452172,244064.7535,34102.00567,0.004864912,0.028863587,8.46E-07,0.146414914,4.574452367,0.001626769,0.015928251,9.685914565,0.000206637,7124.520625,0.000666008,0.016307878,2.28898E-06,0,2.28898E-06,0.003493,36.47590085,2.912175904,148.4962051,4.197843741,142.4619713,0,0.169851181,0.183949266,2.912175904,143.6244888,0.655603826,1.472190185,1,0,0,0.55,41226.52629,0.428669666,0.000180304,2377.487152,3.054001893
54.5,2.926342147,0.018,0.174436763,48.9175444,4316.483106,48.9175444,26.90464942,34.68527989,22.79082345,365,13.25591787,365,365,26.64857085,7.824285423,0.0011,61.29714169,132.4674275,0.154489878,148.486688,148.4930302,0.184008151,0.169885839,0.169885839,0,0.650346578,0.650346578,219.3627019,0,0,0.428503952,244255.3879,34105.09256,0.004864504,0.028867287,8.46E-07,0.146429888,4.59721131,0.001626793,0.015941696,9.690931261,0.000206651,7130.280482,0.000668253,0.016322343,2.28916E-06,0,2.28916E-06,0.003493,36.50556096,2.912452924,148.4993826,4.21107675,142.6617826,0,0.169846214,0.183943887,2.912452924,143.7841081,0.655462879,1.473476412,1,0,0,0.55,41235.37304,0.428714233,0.000180331,2377.379985,3.054049094
54.75,2.926394718,0.018,0.174526524,48.92353373,4321.986329,48.92353373,26.90794355,34.71048543,22.86945516,365,13.2599021,365,365,26.65321912,7.826609559,0.0011,61.30643824,132.4757944,0.154698955,148.4898578,148.4962051,0.184002819,0.1698809,0.1698809,0,0.650394179,0.650394179,219.6432833,0,0,0.42855547,244444.8833,34108.16608,0.004864096,0.028870976,8.46E-07,0.146444862,4.622031547,0.001626817,0.01595506,9.695917982,0.000206664,7136.060808,0.000670498,0.016336858,2.28934E-06,0,2.28934E-06,0.003493,36.53532614,2.912729943,148.5025626,4.225073701,142.854713,0,0.169841243,0.183938504,2.912729943,143.9381311,0.655326805,1.474767024,1,0,0,0.55,41244.22689,0.428758792,0.000180357,2377.272806,3.054096295
55,2.926445548,0.018,0.174615748,48.92948723,4327.490227,48.92948723,26.91121798,34.73578581,22.9480917,365,13.26388954,365,365,26.65787113,7.828935565,0.0011,61.31574226,132.484168,0.154906914,148.4930302,148.4993826,0.183997482,0.169875956,0.169875956,0,0.65044013,0.65044013,219.9141379,0,0,0.428606734,244633.2452,34111.22626,0.004863688,0.028874654,8.46E-07,0.146459836,4.64730985,0.001626841,0.015968345,9.700874874,0.000206677,7141.861606,0.000672743,0.016351421,2.28952E-06,0,2.28952E-06,0.003493,36.5651964,2.913006962,148.5057452,4.239240417,143.0409804,0,0.169836268,0.183933117,2.913006962,144.0867422,0.655195449,1.476062022,1,0,0,0.55,41253.08787,0.428803344,0.000180384,2377.165616,3.054143496
55.25,2.9264947,0.018,0.174704437,48.93540508,4332.994794,48.93540508,26.91447279,34.76118103,23.02673299,365,13.2678802,365,365,26.6625269,7.831263449,0.0011,61.3250538,132.4925484,0.155113757,148.4962051,148.5025626,0.183992141,0.169871009,0.169871009,0,0.650484484,0.650484484,220.1755783,0,0,0.428657755,244820.4792,34114.27312,0.00486328,0.02887832,8.47E-07,0.14647481,4.672588152,0.001626865,0.01598155,9.705802083,0.000206691,7147.682879,0.000674988,0.016366033,2.2897E-06,0,2.2897E-06,0.003493,36.59517177,2.913283981,148.5089303,4.253407132,143.2207974,0,0.16983129,0.183927726,2.913283981,144.2301205,0.655068658,1.477361409,1,0,0,0.55,41261.956,0.428847887,0.000180411,2377.058416,3.054190698
55.5,2.926542234,0.018,0.174792596,48.94121802,4338.500027,48.94121802,26.91766991,34.78667108,23.10537895,365,13.27187409,365,365,26.66718643,7.833593217,0.0011,61.33437287,132.5009356,0.15531949,148.4993826,148.5057452,0.183986796,0.169866058,0.169866058,0,0.650527292,0.650527292,220.4279091,0,0,0.428708539,245004.3937,34117.30667,0.004862872,0.028881976,8.47E-07,0.146489784,4.697866455,0.001626889,0.015994675,9.710699753,0.000206704,7153.524628,0.000677233,0.016380694,2.28988E-06,0,2.28988E-06,0.003493,36.62525226,2.913561001,148.512118,4.267573848,143.3943708,0,0.169826307,0.183922331,2.913561001,144.3684401,0.654946285,1.478665185,1,0,0,0.55,41270.8313,0.428892423,0.000180438,2376.951204,3.054237899
55.75,2.926588205,0.018,0.174880225,48.94511606,4344.005914,48.94511606,26.91981383,34.81225594,23.18402951,365,13.27587121,365,365,26.67184975,7.835924875,0.0011,61.3436995,132.5093296,0.155524115,148.5025626,148.5089303,0.183981448,0.169861103,0.169861103,0,0.650568605,0.650568605,220.6714264,0,0,0.428759096,245127.7234,34120.32695,0.004862463,0.02888562,8.47E-07,0.146504758,4.723990417,0.001626913,0.016007722,9.71556803,0.000206718,7159.386856,0.000679479,0.016395405,2.29006E-06,0,2.29006E-06,0.003493,36.65543788,2.91383802,148.5153083,4.282053975,143.5619021,0,0.16982132,0.183916931,2.91383802,144.5018698,0.654828186,1.479973352,1,0,0,0.55,41279.71381,0.428936951,0.000180465,2376.84398,3.0542851
56,2.926632668,0.018,0.174967327,48.94899069,4349.51224,48.94899069,26.92194488,34.83793559,23.26268459,365,13.2798716,365,365,26.67651686,7.838258431,0.0011,61.35303372,132.5177304,0.155727637,148.5057452,148.512118,0.183976094,0.169856144,0.169856144,0,0.650608472,0.650608472,220.9064183,0,0,0.428809434,245250.3121,34123.33398,0.004862055,0.028889253,8.47E-07,0.146519732,4.752369469,0.001626937,0.016020691,9.720407057,0.000206731,7165.269567,0.000681724,0.016410164,2.29024E-06,0,2.29024E-06,0.003493,36.68572865,2.914115039,148.5185012,4.297369866,143.7235873,0,0.169816329,0.183911526,2.914115039,144.6305737,0.654714222,1.481285911,1,0,0,0.55,41288.60355,0.428981472,0.000180492,2376.736746,3.054332301
56.25,2.926675678,0.018,0.175053906,48.95284201,4355.019001,48.95284201,26.9240631,34.86371004,23.34134413,365,13.28387524,365,365,26.68118778,7.84059389,0.0011,61.36237556,132.526138,0.155930059,148.5089303,148.5153083,0.183970737,0.169851181,0.169851181,0,0.65064694,0.65064694,221.1331649,0,0,0.42885956,245372.1635,34126.32777,0.004861647,0.028892876,8.47E-07,0.146534706,4.780748522,0.001626961,0.016033582,9.725216979,0.000206745,7171.172762,0.000683969,0.016424972,2.29042E-06,0,2.29042E-06,0.003493,36.71612458,2.914392058,148.5216967,4.312685758,143.8796171,0,0.169811334,0.183906118,2.914392058,144.7547109,0.654604256,1.482602864,1,0,0,0.55,41297.50053,0.429025984,0.000180519,2376.629501,3.054379502
56.5,2.926717284,0.018,0.175139963,48.95667014,4360.526196,48.95667014,26.92616858,34.88957925,23.42000804,365,13.28788216,365,365,26.68586252,7.84293126,0.0011,61.37172504,132.5345525,0.156131385,148.512118,148.5185012,0.183965376,0.169846214,0.169846214,0,0.650684055,0.650684055,221.3519384,0,0,0.428909481,245493.2812,34129.30836,0.004861239,0.028896487,8.47E-07,0.14654968,4.809127574,0.001626985,0.016046394,9.729997941,0.000206758,7177.096445,0.000686214,0.01643983,2.2906E-06,0,2.2906E-06,0.003493,36.7466257,2.914669078,148.5248948,4.32800165,144.0301769,0,0.169806335,0.183900705,2.914669078,144.8744358,0.654498157,1.483924211,1,0,0,0.55,41306.4048,0.429070489,0.000180546,2376.522244,3.054426703
56.75,2.926757536,0.018,0.175225502,48.9604752,4366.033822,48.9604752,26.92826136,34.91554323,23.49867626,365,13.29189237,365,365,26.69054109,7.845270547,0.0011,61.38108219,132.542974,0.156331619,148.5153083,148.5216967,0.18396001,0.169841243,0.169841243,0,0.650719863,0.650719863,221.5630031,0,0,0.428959205,245613.6688,34132.27575,0.004860831,0.028900088,8.47E-07,0.146564654,4.837506626,0.001627009,0.01605913,9.734750085,0.000206772,7183.040618,0.000688459,0.016454736,2.29078E-06,0,2.29078E-06,0.003493,36.777232,2.914946097,148.5280956,4.343317541,144.1754469,0,0.169801332,0.183895287,2.914946097,144.9898981,0.654395797,1.485249955,1,0,0,0.55,41315.31637,0.429114986,0.000180572,2376.414977,3.054473904
57,2.926796481,0.018,0.175310524,48.9642573,4371.541875,48.9642573,26.93034151,34.94160196,23.57734872,365,13.29590587,365,365,26.69522351,7.847611757,0.0011,61.39044703,132.5514023,0.156530765,148.5185012,148.5248948,0.18395464,0.169836268,0.169836268,0,0.650754406,0.650754406,221.7666159,0,0,0.429008739,245733.3301,34135.22998,0.004860422,0.028903677,8.47E-07,0.146579628,4.865885679,0.001627033,0.016071789,9.739473556,0.000206785,7189.005283,0.000690704,0.016469691,2.29096E-06,0,2.29096E-06,0.003493,36.80794351,2.915223116,148.5312989,4.358633433,144.3156024,0,0.169796325,0.183889865,2.915223116,145.1012428,0.654297051,1.486580097,1,0,0,0.55,41324.23527,0.429159475,0.000180599,2376.307698,3.054521105
57.25,2.926834165,0.018,0.175395033,48.96801655,4377.050354,48.96801655,26.9324091,34.96775543,23.65602533,365,13.29992268,365,365,26.6999098,7.849954898,0.0011,61.39981959,132.5598376,0.156728827,148.5216967,148.5280956,0.183949266,0.16983129,0.16983129,0,0.650787727,0.650787727,221.963026,0,0,0.429058089,245852.2686,34138.17107,0.004860014,0.028907256,8.47E-07,0.146594602,4.894264731,0.001627057,0.016084372,9.744168496,0.000206799,7194.990443,0.000692949,0.016484696,2.29114E-06,0,2.29114E-06,0.003493,36.83876024,2.915500135,148.534505,4.373949324,144.4508132,0,0.169791314,0.183884439,2.915500135,145.2086107,0.654201798,1.487914637,1,0,0,0.55,41333.16152,0.429203957,0.000180626,2376.200408,3.054568306
57.5,2.926870632,0.018,0.175479031,48.97175308,4382.559256,48.97175308,26.93446419,34.99400362,23.73470603,365,13.30394281,365,365,26.70459995,7.852299975,0.0011,61.4091999,132.5682799,0.156925808,148.5248948,148.5312989,0.183943887,0.169826307,0.169826307,0,0.650819867,0.650819867,222.1524754,0,0,0.429107262,245970.4879,34141.09904,0.004859606,0.028910823,8.47E-07,0.146609576,4.922643784,0.001627081,0.016096878,9.748835047,0.000206812,7200.996101,0.000695195,0.01649975,2.29131E-06,0,2.29131E-06,0.003493,36.86968221,2.915777154,148.5377136,4.389265216,144.5812446,0,0.169786298,0.183879008,2.915777154,145.312138,0.65410992,1.489253578,1,0,0,0.55,41342.09514,0.429248431,0.000180653,2376.093107,3.054615507
57.75,2.926905924,0.018,0.17556252,48.97546698,4388.068578,48.97546698,26.93650684,35.02034652,23.81339074,365,13.30796628,365,365,26.70929399,7.854646996,0.0011,61.41858798,132.5767292,0.157121712,148.5280956,148.534505,0.183938504,0.16982132,0.16982132,0,0.650850867,0.650850867,222.3351987,0,0,0.429156264,246087.9916,34144.01392,0.004859198,0.02891438,8.47E-07,0.14662455,4.951022836,0.001627105,0.016109309,9.753473353,0.000206826,7207.022258,0.00069744,0.016514853,2.29149E-06,0,2.29149E-06,0.003493,36.90070943,2.916054174,148.5409249,4.404581108,144.7070568,0,0.169781279,0.183873573,2.916054174,145.4119568,0.654021305,1.490596921,1,0,0,0.55,41351.03617,0.429292897,0.00018068,2375.985795,3.054662709
58,2.926940082,0.018,0.175645504,48.97915839,4393.578318,48.97915839,26.93853711,35.04678122,23.89215483,365,13.31199309,365,365,26.71399193,7.856995967,0.0011,61.42798387,132.5851855,0.157316544,148.5312989,148.5377136,0.183933117,0.169816329,0.169816329,0,0.650880764,0.650880764,222.5114237,0,0,0.429205143,246204.7834,34146.91572,0.004858789,0.028917927,8.47E-07,0.146639539,4.979941752,0.001627129,0.016121664,9.758083555,0.000206839,7213.068919,0.000699687,0.016530006,2.29167E-06,0,2.29167E-06,0.003493,36.93184208,2.916331466,148.5441389,4.420081926,144.8284054,0,0.169776255,0.183868134,2.916331466,145.508195,0.653935841,1.491944762,1,0,0,0.55,41359.98463,0.429337418,0.000180707,2375.878472,3.054709956
58.25,2.926973151,0.018,0.175727984,48.9828274,4399.088473,48.9828274,26.94055507,35.07329765,23.97126233,365,13.31602325,365,365,26.71869379,7.859346894,0.0011,61.43738758,132.5936488,0.157510306,148.534505,148.5409249,0.183927726,0.169811334,0.169811334,0,0.650909595,0.650909595,222.6813711,0,0,0.429254058,246320.8668,34149.80444,0.004858379,0.028921468,8.47E-07,0.146654594,5.01129005,0.001627153,0.016133944,9.762665795,0.000206853,7219.136104,0.000701944,0.016545214,2.29186E-06,0,2.29186E-06,0.003493,36.96308089,2.916609984,148.5473556,4.436414915,144.9454412,0,0.169771227,0.183862689,2.916609984,145.6009764,0.653853421,1.493297443,1,0,0,0.55,41368.94055,0.429382213,0.000180734,2375.771137,3.054757413
58.5,2.92700519,0.018,0.175809964,48.98647414,4404.599041,48.98647414,26.94256078,35.09990925,24.05037362,365,13.32005677,365,365,26.72339957,7.861699784,0.0011,61.44679914,132.6021192,0.157703004,148.5377136,148.5441389,0.183922331,0.169806335,0.169806335,0,0.650937399,0.650937399,222.8452549,0,0,0.429302823,246436.2454,34152.68004,0.004857968,0.028924998,8.47E-07,0.146669649,5.042638348,0.001627177,0.01614615,9.767220215,0.000206866,7225.223905,0.000704202,0.016560472,2.29204E-06,0,2.29204E-06,0.003493,36.99442553,2.916888503,148.5505749,4.452747904,145.0583105,0,0.169766195,0.183857241,2.916888503,145.6904209,0.653773943,1.494654552,1,0,0,0.55,41377.90394,0.429427002,0.000180761,2375.663792,3.054804869
58.75,2.927036234,0.018,0.175891445,48.99009872,4410.11002,48.99009872,26.9445543,35.126616,24.12948863,365,13.32409368,365,365,26.72810929,7.864054645,0.0011,61.45621858,132.6105967,0.157894641,148.5409249,148.5473556,0.183916931,0.169801332,0.169801332,0,0.650964208,0.650964208,223.0032825,0,0,0.429351443,246550.9228,34155.54251,0.004857558,0.028928517,8.47E-07,0.146684704,5.073986647,0.001627201,0.016158282,9.771746954,0.00020688,7231.332324,0.000706459,0.016575779,2.29222E-06,0,2.29222E-06,0.003493,37.02587605,2.917167021,148.553797,4.469080894,145.1671552,0,0.169761159,0.183851788,2.917167021,145.7766445,0.653697304,1.496016092,1,0,0,0.55,41386.87484,0.429471782,0.000180788,2375.556435,3.054852326
59,2.927066319,0.018,0.175972431,48.99370124,4415.621406,48.99370124,26.94653568,35.1534179,24.20860729,365,13.32813397,365,365,26.73282296,7.866411482,0.0011,61.46564593,132.6190813,0.158085221,148.5441389,148.5505749,0.183911526,0.169796325,0.169796325,0,0.650990058,0.650990058,223.1556548,0,0,0.429399923,246664.9026,34158.3919,0.004857148,0.028932025,8.47E-07,0.146699759,5.105334945,0.001627225,0.01617034,9.776246155,0.000206893,7237.461363,0.000708716,0.016591135,2.2924E-06,0,2.2924E-06,0.003493,37.05743243,2.91744554,148.5570217,4.485413883,145.2721128,0,0.169756119,0.18384633,2.91744554,145.8597596,0.653623408,1.497382063,1,0,0,0.55,41395.85326,0.429516554,0.000180815,2375.449067,3.054899783
59.25,2.927095477,0.018,0.176052923,48.99728183,4421.133197,48.99728183,26.94850501,35.18028183,24.28858807,365,13.33217766,365,365,26.7375406,7.868770302,0.0011,61.47508121,132.6275731,0.158274748,148.5473556,148.553797,0.183906118,0.169791314,0.169791314,0,0.651014982,0.651014982,223.3025665,0,0,0.429448759,246778.1883,34161.22822,0.004856733,0.028935534,8.47E-07,0.146714982,5.139360064,0.00162725,0.016182324,9.780717958,0.000206907,7243.611025,0.000710999,0.016606556,2.29258E-06,0,2.29258E-06,0.003493,37.08909665,2.91772716,148.5602492,4.502663801,145.3733164,0,0.169751074,0.183840868,2.91772716,145.9398747,0.65355216,1.49875356,1,0,0,0.55,41404.83925,0.429562034,0.000180842,2375.341688,3.054947767
